A,155,80,R13,677.97,11
A,175,70,R13,677.97,11
A,185,80,R13,745.76,11
A,185,70,R13,745.76,11
A,175,70,R14,762.71,11
A,185,60,R14,762.71,11
A,195,60,R14,762.71,11
A,205,70,R14,847.46,11
A,215,75,R14,847.46,11
A,205,75,R14,847.46,11
A,215,70,R14,847.46,11
A,185,65,R14,762.71,11
A,195,65,R14,762.71,11
A,245,60,R14,805.08,11
A,195,75,R14,762.71,11
A,175,65,R14,762.71,11
A,195,70,R14,847.46,11
A,215,60,R14,847.46,11
A,215,60,R14,805.08,11
A,205,70,R15,932.2,11
A,215,70,R15,932.2,11
A,235,75,R15,1016.95,11
A,225,75,R15,1016.95,11
A,215,65,R15,932.2,11
A,195,65,R15,762.71,11
A,205,75,R15,932.2,11
A,205,65,R15,932.2,11
A,195,60,R15,762.71,11
A,205,60,R15,762.71,11
A,185,55,R15,762.71,11
A,185,60,R15,762.71,11
A,215,60,R15,762.71,11
A,225,60,R15,847.46,11
A,235,70,R15,932.2,11
A,175,55,R15,677.97,11
A,225,70,R15,932.2,11
A,195,55,R15,762.71,11
A,175,65,R15,677.97,11
A,215,50,R15,677.97,11
A,185,75,R15,677.97,11
A,235,65,R16,1016.95,11
A,225,60,R16,1016.95,11
A,205,60,R16,847.46,11
A,235,75,R16,1016.95,11
A,225,70,R16,1016.95,11
A,215,70,R16,1016.95,11
A,225,65,R16,1016.95,11
A,215,65,R16,1016.95,11
A,225,75,R16,1016.95,11
A,215,85,R16,1271.19,11
A,215,60,R16,932.2,11
A,215,55,R16,847.46,11
A,265,70,R16,1186.44,11
A,255,70,R16,1186.44,11
A,265,75,R16,1144.07,11
A,245,70,R16,1101.69,11
A,235,70,R16,1016.95,11
A,225,55,R16,932.2,11
A,245,75,R16,1016.95,11
A,205,65,R16,932.2,11
A,215,80,R16,1016.95,11
A,225,40,R16,847.46,11
A,195,50,R16,847.46,11
A,205,50,R16,847.46,11
A,235,85,R16,1016.95,11
A,255,65,R16,1016.95,11
A,195,55,R16,762.71,11
A,205,55,R16,762.71,11
A,275,50,R16,1016.95,11
A,235,60,R16,932.2,11
A,215,75,R16,932.2,11
A,195,45,R16,762.71,11
A,215,50,R17,847.46,11
A,235,45,R17,847.46,11
A,235,50,R17,847.46,11
A,245,40,R17,847.46,11
A,205,50,R17,805.08,11
A,215,40,R17,932.2,11
A,215,55,R17,847.46,11
A,265,70,R17,1101.69,11
A,235,65,R17,1101.69,11
A,245,65,R17,1101.69,11
A,225,65,R17,1101.69,11
A,255,70,R17,1101.69,11
A,235,60,R17,1016.95,11
A,225,60,R17,1016.95,11
A,225,45,R17,762.71,11
A,245,45,R17,762.71,11
A,215,45,R17,932.2,11
A,225,50,R17,932.2,11
A,215,60,R17,847.46,11
A,225,55,R17,847.46,11
A,265,65,R17,1186.44,11
A,245,70,R17,1186.44,11
A,255,65,R17,1186.44,11
A,235,55,R17,847.46,11
A,205,40,R17,932.2,11
A,275,60,R17,1101.69,11
A,205,45,R17,932.2,11
A,235,80,R17,1101.69,11
A,235,70,R17,1101.69,11
A,245,75,R17,1101.69,11
A,225,70,R17,1101.69,11
A,235,55,R18,1271.19,11
A,235,50,R18,1186.44,11
A,215,40,R18,1186.44,11
A,225,40,R18,1101.69,11
A,225,45,R18,1101.69,11
A,215,35,R18,1271.19,11
A,235,80,R18,1101.69,11
A,255,65,R18,1271.19,11
A,265,65,R18,1271.19,11
A,255,55,R18,1271.19,11
A,225,55,R18,1101.69,11
A,275,60,R18,1271.19,11
A,225,60,R18,1101.69,11
A,235,65,R18,1271.19,11
A,245,60,R18,1271.19,11
A,245,50,R18,1016.95,11
A,225,50,R18,1101.69,11
A,295,70,R18,1101.69,11
A,275,65,R18,1271.19,11
A,235,60,R18,1101.69,11
A,255,45,R18,1101.69,11
A,255,50,R19,1271.19,11
A,245,45,R19,1271.19,11
A,255,55,R19,1271.19,11
A,245,55,R19,1271.19,11
A,235,55,R19,1271.19,11
A,225,50,R19,1271.19,11
A,275,40,R20,2124,11
A,265,50,R20,2360,11
A,255,45,R20,2124,11
A,275,55,R20,2124,11
A,235,55,R20,2124,11
A,235,45,R20,2360,11
A,245,40,R20,2124,11
A,275,40,R21,2950,11
B,155,80,R13,593.22,11
B,175,70,R13,593.22,11
B,185,80,R13,661.02,11
B,185,70,R13,661.02,11
B,175,70,R14,635.59,11
B,185,60,R14,593.22,11
B,195,60,R14,593.22,11
B,205,70,R14,720.34,11
B,215,75,R14,720.34,11
B,205,75,R14,720.34,11
B,215,70,R14,720.34,11
B,185,65,R14,699.15,11
B,195,65,R14,677.97,11
B,245,60,R14,762.71,11
B,195,75,R14,762.71,11
B,175,65,R14,762.71,11
B,195,70,R14,720.34,11
B,215,60,R14,677.97,11
B,215,60,R14,677.97,11
B,205,70,R15,762.71,11
B,215,70,R15,762.71,11
B,235,75,R15,932.2,11
B,225,75,R15,932.2,11
B,215,65,R15,762.71,11
B,195,65,R15,593.22,11
B,205,75,R15,762.71,11
B,205,65,R15,762.71,11
B,195,60,R15,593.22,11
B,205,60,R15,593.22,11
B,185,55,R15,593.22,11
B,185,60,R15,593.22,11
B,215,60,R15,593.22,11
B,225,60,R15,677.97,11
B,235,70,R15,762.71,11
B,175,55,R15,593.22,11
B,225,70,R15,762.71,11
B,195,55,R15,593.22,11
B,175,65,R15,593.22,11
B,215,50,R15,593.22,11
B,185,75,R15,593.22,11
B,235,65,R16,847.46,11
B,225,60,R16,847.46,11
B,205,60,R16,677.97,11
B,235,75,R16,847.46,11
B,225,70,R16,847.46,11
B,215,70,R16,847.46,11
B,225,65,R16,847.46,11
B,215,65,R16,847.46,11
B,225,75,R16,847.46,11
B,215,85,R16,1101.69,11
B,215,60,R16,847.46,11
B,215,55,R16,762.71,11
B,265,70,R16,1016.95,11
B,255,70,R16,1016.95,11
B,265,75,R16,974.58,11
B,245,70,R16,974.58,11
B,235,70,R16,847.46,11
B,225,55,R16,762.71,11
B,245,75,R16,847.46,11
B,205,65,R16,762.71,11
B,215,80,R16,847.46,11
B,225,40,R16,635.59,11
B,195,50,R16,593.22,11
B,205,50,R16,593.22,11
B,235,85,R16,847.46,11
B,255,65,R16,847.46,11
B,195,55,R16,677.97,11
B,205,55,R16,593.22,11
B,275,50,R16,847.46,11
B,235,60,R16,762.71,11
B,215,75,R16,762.71,11
B,195,45,R16,677.97,11
B,215,50,R17,762.71,11
B,235,45,R17,677.97,11
B,235,50,R17,677.97,11
B,245,40,R17,677.97,11
B,205,50,R17,677.97,11
B,215,40,R17,762.71,11
B,215,55,R17,762.71,11
B,265,70,R17,847.46,11
B,235,65,R17,847.46,11
B,245,65,R17,847.46,11
B,225,65,R17,847.46,11
B,255,70,R17,847.46,11
B,235,60,R17,847.46,11
B,225,60,R17,762.71,11
B,225,45,R17,677.97,11
B,245,45,R17,677.97,11
B,215,45,R17,762.71,11
B,225,50,R17,677.97,11
B,215,60,R17,677.97,11
B,225,55,R17,677.97,11
B,265,65,R17,1016.95,11
B,245,70,R17,1016.95,11
B,255,65,R17,1016.95,11
B,235,55,R17,762.71,11
B,205,40,R17,762.71,11
B,275,60,R17,847.46,11
B,205,45,R17,847.46,11
B,235,80,R17,847.46,11
B,235,70,R17,847.46,11
B,245,75,R17,847.46,11
B,225,70,R17,847.46,11
B,235,55,R18,1016.95,11
B,235,50,R18,932.2,11
B,215,40,R18,932.2,11
B,225,40,R18,932.2,11
B,225,45,R18,932.2,11
B,215,35,R18,1101.69,11
B,235,80,R18,932.2,11
B,255,65,R18,1101.69,11
B,265,65,R18,1101.69,11
B,255,55,R18,1101.69,11
B,225,55,R18,932.2,11
B,275,60,R18,1101.69,11
B,225,60,R18,932.2,11
B,235,65,R18,1101.69,11
B,245,60,R18,1016.95,11
B,245,50,R18,932.2,11
B,225,50,R18,932.2,11
B,295,70,R18,932.2,11
B,275,65,R18,1101.69,11
B,235,60,R18,932.2,11
B,255,45,R18,932.2,11
B,255,50,R19,1101.69,11
B,245,45,R19,1101.69,11
B,255,55,R19,1101.69,11
B,245,55,R19,1101.69,11
B,235,55,R19,1101.69,11
B,225,50,R19,1101.69,11
B,275,40,R20,1770,11
B,265,50,R20,1770,11
B,255,45,R20,1770,11
B,275,55,R20,1770,11
B,235,55,R20,1770,11
B,235,45,R20,1770,11
B,245,40,R20,1770,11
B,275,40,R21,2714,11
C,155,80,R13,508.47,7
C,175,70,R13,508.47,7
C,185,80,R13,593.22,7
C,185,70,R13,593.22,7
C,175,70,R14,550.85,7
C,185,60,R14,550.85,7
C,195,60,R14,550.85,7
C,205,70,R14,593.22,7
C,215,75,R14,593.22,7
C,205,75,R14,593.22,7
C,215,70,R14,593.22,7
C,185,65,R14,635.59,7
C,195,65,R14,635.59,7
C,245,60,R14,593.22,7
C,195,75,R14,593.22,7
C,175,65,R14,593.22,7
C,195,70,R14,593.22,7
C,215,60,R14,593.22,7
C,215,60,R14,593.22,7
C,205,70,R15,677.97,7
C,215,70,R15,677.97,7
C,235,75,R15,805.08,7
C,225,75,R15,805.08,7
C,215,65,R15,677.97,7
C,195,65,R15,550.85,7
C,205,75,R15,677.97,7
C,205,65,R15,550.85,7
C,195,60,R15,550.85,7
C,205,60,R15,550.85,7
C,185,55,R15,550.85,7
C,185,60,R15,550.85,7
C,215,60,R15,550.85,7
C,225,60,R15,593.22,7
C,235,70,R15,677.97,7
C,175,55,R15,550.85,7
C,225,70,R15,677.97,7
C,195,55,R15,550.85,7
C,175,65,R15,550.85,7
C,215,50,R15,550.85,7
C,185,75,R15,550.85,7
C,235,65,R16,762.71,7
C,225,60,R16,762.71,7
C,205,60,R16,550.85,7
C,235,75,R16,762.71,7
C,225,70,R16,762.71,7
C,215,70,R16,762.71,7
C,225,65,R16,762.71,7
C,215,65,R16,762.71,7
C,225,75,R16,762.71,7
C,215,85,R16,847.46,7
C,215,60,R16,593.22,7
C,215,55,R16,593.22,7
C,265,70,R16,932.2,7
C,255,70,R16,932.2,7
C,265,75,R16,847.46,7
C,245,70,R16,805.08,7
C,235,70,R16,762.71,7
C,225,55,R16,593.22,7
C,245,75,R16,762.71,7
C,205,65,R16,593.22,7
C,215,80,R16,762.71,7
C,225,40,R16,550.85,7
C,195,50,R16,550.85,7
C,205,50,R16,550.85,7
C,235,85,R16,762.71,7
C,255,65,R16,762.71,7
C,195,55,R16,550.85,7
C,205,55,R16,550.85,7
C,275,50,R16,762.71,7
C,235,60,R16,593.22,7
C,215,75,R16,593.22,7
C,195,45,R16,593.22,7
C,215,50,R17,550.85,7
C,235,45,R17,550.85,7
C,235,50,R17,550.85,7
C,245,40,R17,550.85,7
C,205,50,R17,550.85,7
C,215,40,R17,635.59,7
C,215,55,R17,593.22,7
C,265,70,R17,762.71,7
C,235,65,R17,762.71,7
C,245,65,R17,762.71,7
C,225,65,R17,593.22,7
C,255,70,R17,762.71,7
C,235,60,R17,762.71,7
C,225,60,R17,593.22,7
C,225,45,R17,550.85,7
C,245,45,R17,593.22,7
C,215,45,R17,593.22,7
C,225,50,R17,593.22,7
C,215,60,R17,593.22,7
C,225,55,R17,593.22,7
C,265,65,R17,847.46,7
C,245,70,R17,847.46,7
C,255,65,R17,847.46,7
C,235,55,R17,593.22,7
C,205,40,R17,762.71,7
C,275,60,R17,762.71,7
C,205,45,R17,635.59,7
C,235,80,R17,677.97,7
C,235,70,R17,677.97,7
C,245,75,R17,677.97,7
C,225,70,R17,677.97,7
C,235,55,R18,847.46,7
C,235,50,R18,762.71,7
C,215,40,R18,847.46,7
C,225,40,R18,762.71,7
C,225,45,R18,847.46,7
C,215,35,R18,847.46,7
C,235,80,R18,847.46,7
C,255,65,R18,847.46,7
C,265,65,R18,847.46,7
C,255,55,R18,847.46,7
C,225,55,R18,762.71,7
C,275,60,R18,847.46,7
C,225,60,R18,762.71,7
C,235,65,R18,847.46,7
C,245,60,R18,847.46,7
C,245,50,R18,762.71,7
C,225,50,R18,762.71,7
C,295,70,R18,847.46,7
C,275,65,R18,847.46,7
C,235,60,R18,762.71,7
C,255,45,R18,762.71,7
C,255,50,R19,847.46,7
C,245,45,R19,1016.95,7
C,255,55,R19,847.46,7
C,245,55,R19,847.46,7
C,235,55,R19,932.2,7
C,225,50,R19,932.2,7
C,275,40,R20,1534,7
C,265,50,R20,1534,7
C,255,45,R20,1534,7
C,275,55,R20,1534,7
C,235,55,R20,1534,7
C,235,45,R20,1534,7
C,245,40,R20,1534,7
C,275,40,R21,2124,7