155,80,R13,700,650,600
175,70,R13,775,700,625
185,80,R13,825,750,675
185,70,R13,825,750,675
195,60,R13,775,700,625
165,75,R13,775,700,625
145,80,R13,775,700,625
165,70,R13,775,700,625
175,80,R13,775,700,625
175,70,R14,825,725,650
185,60,R14,825,725,650
195,60,R14,900,800,700
205,70,R14,1000,900,800
215,75,R14,1000,900,800
205,75,R14,975,850,750
215,70,R14,1075,950,825
185,65,R14,875,750,675
185,70,R14,1000,900,800
195,65,R14,1000,900,800
245,60,R14,1000,900,800
195,75,R14,1000,900,800
175,65,R14,725,650,600
195,70,R14,1000,900,800
225,70,R14,1000,900,800
215,60,R14,900,800,700
235,70,R14,1000,900,800
225,65,R14,1000,900,800
185,55,R14,825,725,650
195,50,R14,825,725,650
185,75,R14,1000,900,800
205,60,R14,900,800,700
205,70,R15,1050,900,800
215,70,R15,1100,1000,825
235,75,R15,1250,1150,1000
225,75,R15,1200,1100,1000
215,65,R15,1050,900,800
195,65,R15,750,650,600
205,75,R15,1200,1100,1000
205,65,R15,900,800,700
195,60,R15,800,700,625
205,60,R15,750,650,600
185,55,R15,750,650,600
185,60,R15,750,650,600
215,60,R15,950,850,750
225,60,R15,825,700,625
235,70,R15,1200,1100,1000
175,55,R15,750,650,600
225,70,R15,1100,1000,900
195,55,R15,825,700,650
175,65,R15,800,700,650
215,50,R15,800,700,650
185,75,R15,800,700,650
265,70,R15,1450,1350,1250
31,10.5,R15,1450,1350,1250
275,70,R15,1250,1150,1000
195,85,R15,800,700,625
195,70,R15,1050,900,800
185,70,R15,950,850,775
225,65,R15,825,700,625
185,65,R15,825,700,650
215,75,R15,1100,1000,825
235,60,R15,1200,1100,1000
205,50,R15,800,700,625
215,75,R15,1050,900,800
205,55,R15,800,700,625
245,70,R15,1200,1100,1000
255,60,R15,1050,900,800
255,65,R15,1050,900,800
235,65,R16,950,850,775
225,60,R16,950,850,775
205,60,R16,875,800,725
235,75,R16,1000,900,800
225,70,R16,1200,1100,975
215,70,R16,1100,950,825
225,65,R16,975,850,775
215,65,R16,1000,900,800
225,75,R16,1125,1000,900
215,85,R16,1125,1000,900
215,60,R16,950,850,775
215,55,R16,850,750,700
265,70,R16,1400,1300,1200
255,70,R16,1400,1300,1200
265,75,R16,1250,1150,1050
245,70,R16,1300,1150,1050
235,70,R16,1100,1000,900
225,55,R16,925,800,700
245,75,R16,1125,1000,900
205,65,R16,925,800,700
215,80,R16,1000,900,800
225,40,R16,925,800,700
195,50,R16,900,800,700
205,50,R16,900,800,700
235,85,R16,1125,1000,900
255,65,R16,1200,1100,1000
195,55,R16,900,800,700
205,55,R16,850,750,675
275,50,R16,1100,1000,900
235,60,R16,975,850,750
215,75,R16,1025,900,800
195,45,R16,975,850,750
285,75,R16,1200,1100,1000
235,80,R16,1100,1000,900
195,60,R16,900,800,700
255,75,R16,1400,1300,1200
175,60,R16,900,800,700
205,70,R16,1000,900,800
225,50,R16,925,800,700
205,45,R16,850,750,675
215,50,R17,925,800,750
235,45,R17,925,800,750
235,50,R17,925,800,750
245,40,R17,925,800,750
205,50,R17,925,800,750
215,40,R17,1100,1000,925
215,55,R17,975,850,775
265,70,R17,1200,1100,1000
235,65,R17,1000,900,825
245,65,R17,1100,1000,900
225,65,R17,1025,900,800
255,70,R17,1100,1000,900
235,60,R17,1000,900,800
225,60,R17,1100,950,850
225,45,R17,850,750,675
245,45,R17,900,850,700
215,45,R17,1050,900,800
225,50,R17,1050,900,800
215,60,R17,925,800,725
225,55,R17,975,850,750
265,65,R17,1300,1200,1100
245,70,R17,1100,1000,900
255,65,R17,1200,1100,1000
235,55,R17,925,800,725
205,40,R17,1200,1100,1000
275,60,R17,1250,1150,1025
205,45,R17,1100,1000,925
235,80,R17,1100,1000,900
235,70,R17,1100,1000,900
245,75,R17,1100,1000,900
225,70,R17,1200,1100,1000
285,75,R17,1100,1000,900
225,80,R17,1100,1000,900
225,75,R17,1200,1100,1000
205,55,R17,925,800,750
215,65,R17,925,800,725
235,75,R17,1100,1000,900
255,60,R17,1000,900,800
255,75,R17,1200,1100,1000
275,55,R17,1100,1000,900
235,55,R18,1300,1150,1000
235,50,R18,1300,1150,1000
215,40,R18,1300,1150,1000
225,40,R18,1300,1150,1000
225,45,R18,1300,1150,1000
215,35,R18,1300,1150,1000
235,80,R18,1300,1150,1000
255,65,R18,1300,1150,1000
265,65,R18,1350,1200,1050
255,55,R18,1300,1150,1000
225,55,R18,1300,1150,1000
275,60,R18,1300,1150,1000
225,60,R18,1300,1150,1000
235,65,R18,1300,1150,1000
245,60,R18,1300,1150,1000
245,50,R18,1300,1150,1000
225,50,R18,1300,1150,1000
295,70,R18,1300,1150,1000
275,65,R18,1300,1150,1000
235,60,R18,1300,1150,1000
255,45,R18,1250,1100,1000
275,70,R18,1300,1150,1000
225,65,R18,1300,1150,1000
235,45,R18,1300,1150,1000
245,40,R18,1300,1150,1000
245,45,R18,1300,1150,1000
255,70,R18,1300,1150,1000
265,60,R18,1300,1150,1000
245,35,R18,1300,1150,1000
255,35,R18,1300,1150,1000
256,70,R18,1300,1150,1000
215,45,R18,1300,1150,1000
255,40,R18,1300,1150,1000
255,50,R19,1500,1300,1100
245,45,R19,1500,1300,1100
255,55,R19,1500,1300,1100
245,55,R19,1500,1300,1100
235,55,R19,1500,1300,1100
225,50,R19,1500,1300,1100
255,35,R19,1500,1300,1100
245,40,R19,1500,1300,1100
275,35,R19,1500,1300,1100
225,70,R19,1500,1300,1100
235,50,R19,1500,1300,1100
225,55,R19,1500,1300,1100
255,60,R19,1500,1300,1100
255,40,R19,1500,1300,1100
255,45,R19,1500,1300,1100
275,40,R20,1800,1500,1300
265,50,R20,2000,1500,1300
255,45,R20,1800,1500,1300
275,55,R20,1800,1500,1300
235,55,R20,1800,1500,1300
235,45,R20,2000,1500,1300
245,40,R20,1800,1500,1300
245,50,R20,1800,1500,1300
225,50,R20,1800,1500,1300
255,55,R20,1800,1500,1300
225,35,R20,1600,1400,1200
265,45,R20,1600,1400,1200
245,45,R20,1600,1400,1200
285,55,R20,1600,1400,1200
275,65,R20,1600,1400,1200
255,35,R20,1600,1400,1200
275,60,R20,1600,1400,1200
275,45,R20,1600,1400,1200
255,50,R20,1600,1400,1200
275,40,R21,2500,2300,1800